user_id,transaction_date,city,region,product_category,sale_amount,price,subscription,age,store_id,status,email,username,raw_timestamp
1373,2024-10-19,Dallas,South,Books,392.02,472.77,Premium,59,STORE_011,,user1373@example.com,user_1373,2024-06-13 00:00:00
1816,2024-01-19,New York,East,Toys,105.0,45.76,Enterprise,18,STORE_010,Inactive,user1816@example.com,user_1816,2024-06-30 00:00:00
1798,2023-03-09,Houston,South,Books,879.85,415.23,Basic,59,STORE_014,Active,user1798@example.com,user_1798,2023-03-15 00:00:00
1841,2023-06-07,Phoenix,West,Electronics,796.27,31.86,Enterprise,61,STORE_011,Active,user1841@example.com,user_1841,22/08/2023 00:00
1166,2024-02-22,Chicago,Midwest,Beauty,127.12,197.8,Enterprise,56,STORE_013,,,user_1166,2023-03-06 00:00:00
1248,2024-08-22,Los Angeles,West,Electronics,610.5,344.51,Premium,38,STORE_017,Active,user1248@example.com,user_1248,2024-01-26 00:00:00
1519,2024-11-07,New York,East,Electronics,799.51,198.54,Enterprise,26,STORE_018,Inactive,user1519@example.com,user_1519,2023-05-28 00:00:00
1095,2024-10-25,Phoenix,West,Home,600.69,7.49,Premium,51,STORE_018,Inactive,user1095@example.com,user_1095,2023-11-09 00:00:00
1216,2023-12-19,Los Angeles,West,Books,836.4,114.29,Enterprise,57,STORE_017,Inactive,user1216@example.com,user_1216,03/08/2024 00:00
1412,2024-07-16,Chicago,Midwest,Toys,492.32,364.17,Premium,34,STORE_003,Pending,user1412@example.com,user_1412,2024-11-02 00:00:00
1397,2023-10-19,Dallas,South,Clothing,696.52,331.41,Basic,36,STORE_016,,user1397@example.com,user_1397,2023-11-20T00:00:00Z
1570,2023-06-22,New York,East,Electronics,682.78,182.95,Free,31,STORE_008,,user1570@example.com,user_1570,2024-04-01 00:00:00
1351,2023-11-09,Phoenix,West,Toys,148.6,430.06,Premium,27,STORE_020,Active,user1351@example.com,user_1351,2024-10-03 00:00:00
1019,2023-03-19,San Diego,West,Electronics,46.29,110.32,Premium,53,STORE_019,,user1019@example.com,user_1019,2024-07-06 00:00:00
1900,2023-06-02,San Jose,West,Home,99.65,253.06,Enterprise,30,STORE_019,Pending,user1900@example.com,,2023-09-02 00:00:00
1908,2024-09-20,Dallas,South,Food,873.47,285.08,Basic,44,STORE_006,Inactive,user1908@example.com,user_1908,2024-01-03 00:00:00
1383,2024-05-14,Phoenix,West,Books,,,Premium,32,STORE_012,Inactive,user1383@example.com,user_1383,2024-01-05 00:00:00
1545,2024-04-10,Los Angeles,West,Electronics,831.35,263.08,Premium,57,STORE_011,Active,user1545@example.com,user_1545,2024-07-11 00:00:00
1316,2024-01-21,San Antonio,South,Beauty,230.67,486.47,Free,53,STORE_003,,user1316@example.com,user_1316,2023-12-20 00:00:00
1850,2024-05-08,Houston,South,Electronics,219.4,323.52,Basic,44,STORE_006,Inactive,user1850@example.com,user_1850,2023-05-02 00:00:00
1626,2024-02-29,Philadelphia,East,Home,835.03,84.82,Premium,46,STORE_016,,,user_1626,2024-08-10 00:00:00
1695,2023-05-18,Philadelphia,East,Electronics,411.4,260.74,Basic,19,STORE_006,Pending,user1695@example.com,user_1695,2024-11-08 00:00:00
1327,2023-03-29,Phoenix,West,Books,604.83,416.03,Enterprise,54,STORE_016,,user1327@example.com,user_1327,2023-07-06 00:00:00
1768,2024-06-07,Phoenix,West,Sports,384.43,39.08,Basic,62,STORE_011,,user1768@example.com,,19/06/2024 00:00
1018,2024-05-31,Phoenix,West,Beauty,48.65,309.3,Basic,54,STORE_004,Inactive,user1018@example.com,user_1018,2023-05-01 00:00:00
1324,2024-11-06,New York,East,Food,700.67,438.04,Premium,65,STORE_014,,user1324@example.com,user_1324,2024-05-08 00:00:00
1648,2024-01-26,Chicago,Midwest,Home,860.46,120.09,Premium,43,STORE_005,Pending,user1648@example.com,user_1648,2024-02-23 00:00:00
1350,2023-01-06,Houston,South,Electronics,322.74,345.44,Premium,49,STORE_001,,user1350@example.com,user_1350,2024-10-29 00:00:00
1852,2023-09-25,San Antonio,South,Beauty,785.95,209.55,Free,55,STORE_009,,user1852@example.com,user_1852,2024-07-22 00:00:00
1439,2023-11-11,Los Angeles,West,Home,702.32,226.06,Enterprise,63,STORE_005,Active,user1439@example.com,user_1439,2024-02-15 00:00:00
1761,2024-07-17,Los Angeles,West,Electronics,604.24,238.48,Basic,40,STORE_001,Active,user1761@example.com,user_1761,2024-01-15 00:00:00
1928,2023-02-08,San Diego,West,Beauty,946.26,300.75,Enterprise,55,STORE_017,Pending,user1928@example.com,user_1928,2024-03-25 00:00:00
1866,2024-11-03,Memphis,Central,Sports,177.79,119.68,Basic,18,STORE_020,,,user_1866,NULL
1498,2023-03-30,Los Angeles,West,Sports,739.56,261.28,Enterprise,38,STORE_013,,user1498@example.com,user_1498,2023-10-19 00:00:00
1607,2024-07-26,Louisville,Central,Home,409.92,230.11,Free,33,STORE_008,,,user_1607,2024-06-02 00:00:00
1226,2023-03-16,New York,East,Sports,579.14,407.51,Free,23,STORE_017,Pending,user1226@example.com,user_1226,2024-07-30 00:00:00
1574,2023-09-07,San Diego,West,Home,265.24,243.58,Enterprise,59,STORE_015,,user1574@example.com,user_1574,2023-08-14 00:00:00
1672,2023-08-24,Phoenix,West,Home,,,Enterprise,38,STORE_017,,user1672@example.com,user_1672,2023-04-06 00:00:00
1289,2023-12-17,Phoenix,West,Clothing,190.96,288.99,Basic,46,STORE_011,Pending,user1289@example.com,user_1289,2023-07-14 00:00:00
1328,2023-07-24,Philadelphia,East,Books,622.41,128.6,Basic,32,STORE_007,Inactive,user1328@example.com,user_1328,2023-03-22 00:00:00
1803,2024-11-10,Philadelphia,East,Toys,322.26,188.74,Premium,64,STORE_018,Active,user1803@example.com,user_1803,11/08/2024 00:00
1804,2024-05-17,Los Angeles,West,Food,428.94,265.24,Free,41,STORE_008,,user1804@example.com,user_1804,2023-12-22 00:00:00
1946,2024-12-03,Philadelphia,East,Food,677.36,9.17,Enterprise,23,STORE_017,,user1946@example.com,user_1946,2024-01-06 00:00:00
1615,2023-09-23,Philadelphia,East,Food,192.07,174.83,Free,31,STORE_009,,user1615@example.com,user_1615,2024-01-17 00:00:00
1293,2024-02-15,San Jose,West,Sports,816.05,344.58,Enterprise,27,STORE_019,Inactive,user1293@example.com,user_1293,2024-07-22 00:00:00
1198,2024-01-26,Philadelphia,East,Books,504.6,92.42,Basic,63,STORE_005,,user1198@example.com,user_1198,2024-06-13 00:00:00
1533,2023-11-20,Chicago,Midwest,Toys,,,Free,32,STORE_018,,user1533@example.com,user_1533,2023-08-09 00:00:00
1489,2024-05-02,San Antonio,South,Clothing,932.53,282.37,Enterprise,63,STORE_011,Pending,user1489@example.com,,2023-05-05 00:00:00
1020,2024-11-26,Houston,South,Books,777.0,257.67,Basic,65,STORE_010,Pending,user1020@example.com,user_1020,2024-09-20 00:00:00
1313,2024-10-08,New York,East,Food,850.41,287.96,Basic,56,STORE_011,,user1313@example.com,user_1313,2023-08-22 00:00:00
1724,2024-10-30,Dallas,South,Sports,939.38,391.58,Free,54,STORE_013,Pending,user1724@example.com,user_1724,2024-04-06 00:00:00
1692,2023-07-08,San Diego,West,Electronics,89.26,351.84,Basic,62,STORE_008,Pending,user1692@example.com,user_1692,2023-03-07T00:00:00Z
1267,2024-04-29,Los Angeles,West,Electronics,269.83,46.21,Premium,65,STORE_013,,user1267@example.com,user_1267,2024-02-04 00:00:00
1318,2023-09-11,New York,East,Sports,44.8,89.45,Enterprise,56,STORE_005,Inactive,user1318@example.com,user_1318,2024-05-02 00:00:00
1518,2024-07-07,Houston,South,Sports,751.42,230.99,Enterprise,24,STORE_018,Inactive,user1518@example.com,user_1518,2024-10-17 00:00:00
1478,2023-11-14,Los Angeles,West,Home,267.21,186.06,Enterprise,50,STORE_008,Active,user1478@example.com,,2023-05-20 00:00:00
1132,2024-04-25,New York,East,Electronics,,,Enterprise,64,STORE_016,Pending,user1132@example.com,user_1132,2023-08-25 00:00:00
1075,2024-07-15,Phoenix,West,Home,739.75,85.82,Basic,42,STORE_018,,user1075@example.com,user_1075,2023-09-27 00:00:00
1954,2024-10-02,Chicago,Midwest,Books,190.58,427.47,Free,34,STORE_018,Pending,user1954@example.com,user_1954,2024-09-24 00:00:00
1856,2024-12-18,Houston,South,Toys,,,Basic,36,STORE_001,Inactive,user1856@example.com,user_1856,2023-04-15 00:00:00
1813,2023-05-09,Las Vegas,Central,Toys,,,Premium,30,STORE_003,Inactive,user1813@example.com,user_1813,NULL
1567,2024-04-19,Houston,South,Electronics,547.76,199.25,Free,21,STORE_005,Active,user1567@example.com,user_1567,2023-09-14 00:00:00
1530,2023-01-13,San Antonio,South,Clothing,466.23,21.59,Basic,40,STORE_015,Inactive,user1530@example.com,user_1530,2023-08-02 00:00:00
1953,2024-11-28,New York,East,Sports,642.13,130.39,Free,26,STORE_002,,user1953@example.com,user_1953,2024-11-13 00:00:00
1266,2023-04-26,San Antonio,South,Books,401.85,294.42,Enterprise,36,STORE_001,Inactive,user1266@example.com,user_1266,2024-08-18 00:00:00
1395,2024-05-01,San Jose,West,Food,622.46,50.24,Free,65,STORE_003,Inactive,user1395@example.com,user_1395,2024-10-02 00:00:00
1702,2023-12-31,Los Angeles,West,Food,648.2,281.38,Premium,24,STORE_016,Inactive,user1702@example.com,user_1702,2023-07-17 00:00:00
1678,2024-01-22,New York,East,Home,547.31,281.72,Basic,32,STORE_002,,user1678@example.com,user_1678,2024-07-10 00:00:00
1087,2024-04-24,San Antonio,South,Sports,546.19,410.61,Basic,20,STORE_017,Inactive,user1087@example.com,user_1087,2024-06-02 00:00:00
1754,2023-07-09,Philadelphia,East,Electronics,967.49,36.35,Free,65,STORE_020,Inactive,user1754@example.com,user_1754,2024-11-30 00:00:00
1114,2024-07-18,Chicago,Midwest,Food,76.01,263.98,Free,36,STORE_014,Pending,user1114@example.com,user_1114,2023-02-02 00:00:00
1967,2024-05-12,Los Angeles,West,Books,704.3,265.28,Premium,18,STORE_019,,user1967@example.com,user_1967,2024-09-12 00:00:00
1436,2023-01-14,Chicago,Midwest,Books,891.53,373.02,Enterprise,21,STORE_015,Active,user1436@example.com,user_1436,2023-03-01 00:00:00
1907,2023-09-30,Dallas,South,Electronics,727.92,53.07,Premium,35,STORE_003,Inactive,user1907@example.com,user_1907,2024-06-22 00:00:00
1660,2024-08-06,Phoenix,West,Food,668.59,232.07,Enterprise,63,STORE_004,,user1660@example.com,user_1660,2023-07-04 00:00:00
1612,2024-05-31,San Antonio,South,Home,554.58,451.73,Basic,50,STORE_020,,user1612@example.com,user_1612,2024-02-27 00:00:00
1836,2024-03-16,Philadelphia,East,Home,747.13,277.37,Basic,52,STORE_018,Inactive,user1836@example.com,user_1836,2024-02-11 00:00:00
1634,2023-02-05,Los Angeles,West,Sports,,,Premium,49,STORE_005,Pending,user1634@example.com,user_1634,2023-11-19 00:00:00
1873,2024-12-07,San Diego,West,Sports,373.41,73.51,Basic,22,STORE_002,,user1873@example.com,user_1873,2023-11-04 00:00:00
1055,2024-02-14,Phoenix,West,Books,692.7,413.72,Premium,62,STORE_011,,user1055@example.com,user_1055,2024-09-01 00:00:00
1297,2023-02-08,Dallas,South,Beauty,422.36,409.49,Premium,65,STORE_002,Pending,user1297@example.com,user_1297,2023-08-21 00:00:00
1046,2024-09-08,Philadelphia,East,Electronics,,,Enterprise,19,STORE_010,,user1046@example.com,user_1046,2024-05-29 00:00:00
1936,2023-06-06,Houston,South,Electronics,296.89,114.93,Enterprise,44,STORE_020,,user1936@example.com,user_1936,2023-03-26 00:00:00
1698,2023-02-20,Dallas,South,Beauty,764.41,350.45,Free,21,STORE_013,,user1698@example.com,user_1698,2024-02-09 00:00:00
1088,2023-07-20,Chicago,Midwest,Books,98.7,462.45,Basic,20,STORE_009,,user1088@example.com,user_1088,2023-12-23 00:00:00
1797,2023-12-19,San Diego,West,Electronics,626.95,402.38,Free,26,STORE_012,,user1797@example.com,user_1797,2023-08-28 00:00:00
1011,2024-01-18,Memphis,Central,Food,870.06,463.73,Premium,23,STORE_002,Inactive,user1011@example.com,,2024-12-11 00:00:00
1355,2023-11-09,Phoenix,West,Toys,550.96,109.88,Enterprise,17,STORE_011,Inactive,user1355@example.com,user_1355,2024-09-29 00:00:00
1472,2023-05-25,Chicago,Midwest,Electronics,208.69,34.75,Enterprise,53,STORE_017,Active,user1472@example.com,user_1472,2024-04-21 00:00:00
1314,2023-01-09,Philadelphia,East,Clothing,868.74,14.44,Enterprise,58,STORE_009,Pending,user1314@example.com,user_1314,2024-01-25 00:00:00
1214,2024-12-27,Los Angeles,West,Clothing,967.12,103.44,Free,47,STORE_020,,user1214@example.com,user_1214,2023-02-10 00:00:00
1208,2024-06-26,New York,East,Sports,,,Free,47,STORE_013,Inactive,user1208@example.com,user_1208,2023-11-06 00:00:00
1790,2024-05-28,Phoenix,West,Sports,39.17,408.36,Premium,56,STORE_009,,user1790@example.com,user_1790,2023-06-05 00:00:00
1883,2024-02-07,Dallas,South,Food,629.27,308.16,Premium,62,STORE_013,,user1883@example.com,user_1883,2023-06-06 00:00:00
1040,2023-11-16,Chicago,Midwest,Home,687.21,292.61,Enterprise,50,STORE_005,Inactive,user1040@example.com,user_1040,2024-12-06 00:00:00
1855,2024-06-20,New York,East,Food,561.77,162.16,Enterprise,65,STORE_005,,user1855@example.com,user_1855,2023-11-22 00:00:00
1712,2023-05-30,San Antonio,South,Electronics,895.19,467.22,Free,42,STORE_014,Pending,user1712@example.com,user_1712,2023-07-12 00:00:00
1224,2023-07-09,Los Angeles,West,Electronics,690.5,119.93,Free,54,STORE_019,,user1224@example.com,user_1224,2024-05-03 00:00:00
1895,2024-09-11,Chicago,Midwest,Toys,234.01,86.07,Free,27,STORE_013,,user1895@example.com,user_1895,2023-10-04T00:00:00Z
1684,2023-08-16,New York,East,Books,331.65,247.52,Basic,20,STORE_006,,user1684@example.com,user_1684,2024-02-19 00:00:00
1751,2024-09-14,Houston,South,Beauty,877.03,264.99,Free,41,STORE_020,,user1751@example.com,user_1751,2024-04-07 00:00:00
1423,2023-02-13,Phoenix,West,Books,962.97,383.75,Enterprise,63,STORE_002,,user1423@example.com,user_1423,2023-11-08 00:00:00
1576,2023-10-20,San Antonio,South,Toys,904.64,346.53,Basic,43,STORE_010,,user1576@example.com,user_1576,2023-04-03 00:00:00
1540,2023-04-26,Dallas,South,Food,594.41,93.54,Basic,41,STORE_014,Pending,user1540@example.com,user_1540,2024-04-10 00:00:00
1628,2023-11-28,Chicago,Midwest,Food,710.21,47.23,Premium,21,STORE_004,,user1628@example.com,user_1628,2024-09-18T00:00:00Z
1995,2024-01-23,San Antonio,South,Beauty,158.59,331.47,Premium,65,STORE_006,Pending,user1995@example.com,user_1995,2024-12-30 00:00:00
1561,2023-11-12,Chicago,Midwest,Sports,13.5,480.41,Enterprise,34,STORE_006,Active,user1561@example.com,,24/05/2024 00:00
1433,2024-07-10,Phoenix,West,Electronics,447.46,229.6,Enterprise,31,STORE_007,,user1433@example.com,,2024-07-14 00:00:00
1090,2024-10-05,San Jose,West,Books,855.29,23.18,Premium,27,STORE_005,Active,user1090@example.com,user_1090,2023-11-02 00:00:00
1940,2023-03-31,Houston,South,Electronics,694.6,307.49,Premium,42,STORE_006,Inactive,user1940@example.com,user_1940,2023-07-01T00:00:00Z
1255,2024-08-15,San Antonio,South,Home,76.99,192.57,Premium,21,STORE_010,Pending,user1255@example.com,user_1255,2023-10-27 00:00:00
1492,2023-05-05,Los Angeles,West,Sports,67.6,108.48,Free,49,STORE_014,,user1492@example.com,user_1492,NULL
1991,2024-05-10,Philadelphia,East,Sports,360.31,497.54,Enterprise,54,STORE_011,Pending,user1991@example.com,user_1991,2024-06-16 00:00:00
1168,2024-05-24,Philadelphia,East,Toys,33.75,5.78,Basic,55,STORE_008,Pending,user1168@example.com,user_1168,2023-08-01 00:00:00
1542,2024-02-29,Louisville,Central,Beauty,644.21,110.11,Premium,37,STORE_012,,user1542@example.com,user_1542,2023-03-11 00:00:00
1876,2024-06-02,Phoenix,West,Home,960.51,286.62,Premium,23,STORE_011,Pending,user1876@example.com,user_1876,2023-12-13T00:00:00Z
1616,2024-05-05,New York,East,Toys,866.57,233.01,Premium,57,STORE_005,,user1616@example.com,user_1616,2024-02-28T00:00:00Z
1410,2023-02-27,Chicago,Midwest,Sports,801.54,344.32,Free,51,STORE_018,Active,user1410@example.com,user_1410,2023-06-02 00:00:00
1155,2023-02-01,Los Angeles,West,Home,599.24,197.84,Enterprise,56,STORE_018,Inactive,user1155@example.com,user_1155,23/12/2024 00:00
1105,2024-12-27,Houston,South,Electronics,831.16,188.93,Free,42,STORE_003,,user1105@example.com,user_1105,2023-06-29 00:00:00
1376,2023-02-08,Philadelphia,East,Books,162.54,452.95,Premium,44,STORE_017,Active,user1376@example.com,user_1376,2024-06-20 00:00:00
1029,2023-12-02,New York,East,Food,716.54,232.39,Premium,49,STORE_005,Inactive,user1029@example.com,,2023-02-15 00:00:00
1690,2024-08-31,Houston,South,Clothing,319.36,331.2,Free,45,STORE_002,Active,user1690@example.com,user_1690,2023-08-03 00:00:00
1203,2023-07-17,Houston,South,Sports,165.92,139.96,Free,50,STORE_011,,user1203@example.com,user_1203,2024-07-27 00:00:00
1538,2023-07-31,Chicago,Midwest,Home,318.26,89.78,Free,33,STORE_005,Pending,user1538@example.com,user_1538,2023-02-21 00:00:00
1024,2024-04-27,San Jose,West,Electronics,600.16,93.6,Premium,40,STORE_002,Active,user1024@example.com,user_1024,2024-12-17 00:00:00
1854,2023-12-31,Philadelphia,East,Sports,471.04,379.09,Free,28,STORE_018,Active,user1854@example.com,user_1854,2024-12-16 00:00:00
1270,2024-04-11,Houston,South,Sports,265.47,448.37,Enterprise,46,STORE_008,Inactive,user1270@example.com,user_1270,2024-11-12 00:00:00
1888,2023-11-29,San Antonio,South,Toys,847.31,241.93,Enterprise,17,STORE_003,,user1888@example.com,user_1888,2024-08-11 00:00:00
1304,2023-04-16,Houston,South,Beauty,406.81,268.71,Premium,36,STORE_018,Active,user1304@example.com,user_1304,2024-07-15 00:00:00
1993,2024-05-08,New York,East,Beauty,571.54,490.2,Premium,37,STORE_007,,user1993@example.com,user_1993,2023-06-27 00:00:00
1057,2023-03-21,San Jose,West,Toys,450.76,53.34,Premium,53,STORE_020,,user1057@example.com,user_1057,2024-09-04 00:00:00
1585,2024-09-02,Phoenix,West,Beauty,584.96,73.76,Free,47,STORE_002,Active,user1585@example.com,user_1585,2023-05-31 00:00:00
1177,2024-04-08,San Jose,West,Sports,323.43,342.35,Enterprise,55,STORE_019,,user1177@example.com,user_1177,08/11/2023 00:00
1401,2024-03-21,Philadelphia,East,Home,136.28,205.08,Premium,53,STORE_001,,user1401@example.com,user_1401,2024-07-16T00:00:00Z
1263,2023-01-01,New York,East,Home,628.96,297.13,Premium,34,STORE_001,Inactive,user1263@example.com,user_1263,2024-03-21 00:00:00
1364,2024-11-09,Dallas,South,Food,841.56,462.62,Enterprise,24,STORE_007,,user1364@example.com,user_1364,2024-11-17 00:00:00
1345,2023-01-12,Phoenix,West,Clothing,145.85,72.21,Premium,25,STORE_016,,user1345@example.com,user_1345,2024-12-13 00:00:00
1663,2024-03-11,San Antonio,South,Food,233.48,195.43,Enterprise,48,STORE_014,,user1663@example.com,,2024-05-25 00:00:00
1726,2023-08-31,Los Angeles,West,Sports,,,Enterprise,50,STORE_019,Pending,,user_1726,2024-01-13 00:00:00
1311,2024-05-08,San Antonio,South,Clothing,891.02,43.73,Basic,62,STORE_017,Pending,user1311@example.com,user_1311,2024-11-10T00:00:00Z
1249,2023-03-21,Houston,South,Sports,474.54,258.77,Premium,37,STORE_018,Active,user1249@example.com,user_1249,2023-10-29 00:00:00
1808,2023-02-06,Phoenix,West,Sports,990.46,30.55,Free,19,STORE_016,,user1808@example.com,user_1808,2023-10-21 00:00:00
1339,2023-05-10,San Diego,West,Clothing,24.06,429.64,Free,32,STORE_005,,user1339@example.com,user_1339,2024-08-28 00:00:00
1517,2024-11-05,Los Angeles,West,Toys,863.39,400.69,Free,27,STORE_009,Inactive,user1517@example.com,user_1517,2023-05-29 00:00:00
1609,2023-06-07,San Jose,West,Toys,175.61,364.37,Enterprise,65,STORE_013,Inactive,user1609@example.com,user_1609,2023-02-25 00:00:00
1499,2023-04-29,Chicago,Midwest,Electronics,754.9,374.34,Basic,45,STORE_013,,user1499@example.com,user_1499,2024-12-23 00:00:00
1400,2023-09-26,San Antonio,South,Food,534.95,161.27,Enterprise,16,STORE_010,,user1400@example.com,user_1400,2024-06-28 00:00:00
1830,2024-03-18,Phoenix,West,Sports,466.5,294.17,Free,33,STORE_009,Active,user1830@example.com,user_1830,2024-11-19 00:00:00
1933,2023-07-19,Dallas,South,Home,21.84,416.69,Basic,36,STORE_018,Active,user1933@example.com,user_1933,2024-04-01 00:00:00
1359,2023-10-18,Chicago,Midwest,Sports,660.04,469.56,Basic,18,STORE_001,,user1359@example.com,user_1359,2024-10-15 00:00:00
1409,2023-05-03,Los Angeles,West,Clothing,260.8,349.35,Basic,40,STORE_019,Inactive,user1409@example.com,user_1409,2024-10-16 00:00:00
1577,2023-10-11,Los Angeles,West,Beauty,394.7,35.88,Free,32,STORE_006,Active,user1577@example.com,user_1577,2023-09-29 00:00:00
1441,2023-03-13,San Diego,West,Toys,545.23,58.67,Basic,55,STORE_013,Inactive,user1441@example.com,user_1441,19/04/2023 00:00
1793,2023-09-23,Houston,South,Clothing,28.58,389.73,Premium,20,STORE_003,,user1793@example.com,user_1793,2023-01-01T00:00:00Z
1291,2024-11-11,San Jose,West,Beauty,940.51,260.11,Free,25,STORE_011,,user1291@example.com,user_1291,2023-03-13 00:00:00
1487,2023-01-04,Phoenix,West,Beauty,685.02,182.66,Enterprise,23,STORE_019,,user1487@example.com,user_1487,2024-10-24 00:00:00
1415,2024-07-01,Philadelphia,East,Home,390.32,24.47,Premium,45,STORE_010,Inactive,user1415@example.com,user_1415,2023-04-20 00:00:00
1190,2024-01-03,San Diego,West,Toys,722.54,100.58,Premium,56,STORE_015,Inactive,user1190@example.com,user_1190,2023-03-06 00:00:00
1875,2024-10-20,Chicago,Midwest,Sports,,,Enterprise,50,STORE_015,Active,user1875@example.com,user_1875,2023-02-13 00:00:00
1718,2023-08-05,Chicago,Midwest,Toys,150.17,23.25,Basic,63,STORE_019,Inactive,user1718@example.com,user_1718,2024-09-25 00:00:00
1815,2024-12-19,Houston,South,Food,615.11,53.16,Premium,27,STORE_002,Pending,user1815@example.com,user_1815,2023-04-19 00:00:00
1215,2024-09-01,Los Angeles,West,Books,681.61,491.19,Premium,28,STORE_014,Pending,user1215@example.com,user_1215,2024-08-12 00:00:00
1896,2023-11-26,Chicago,Midwest,Books,759.97,140.58,Premium,53,STORE_006,Pending,user1896@example.com,user_1896,2023-06-18 00:00:00
1503,2024-08-18,Chicago,Midwest,Electronics,492.1,12.74,Basic,22,STORE_020,,,user_1503,2023-04-02 00:00:00
1844,2024-08-30,Philadelphia,East,Sports,527.86,321.71,Enterprise,60,STORE_016,Inactive,user1844@example.com,user_1844,2024-09-17 00:00:00
1964,2024-09-02,San Antonio,South,Food,243.28,7.26,Enterprise,55,STORE_003,Pending,user1964@example.com,user_1964,2023-04-08 00:00:00
1535,2024-07-06,Phoenix,West,Books,157.73,60.78,Enterprise,65,STORE_007,Pending,user1535@example.com,user_1535,2024-05-24 00:00:00
1491,2024-11-17,New York,East,Electronics,620.65,129.43,Premium,57,STORE_012,Pending,user1491@example.com,user_1491,2023-04-17 00:00:00
1073,2024-07-04,Dallas,South,Food,724.19,448.06,Basic,17,STORE_016,,user1073@example.com,user_1073,2023-07-23 00:00:00
1036,2023-11-30,San Antonio,South,Books,207.96,209.23,Premium,36,STORE_008,Active,user1036@example.com,user_1036,2024-08-22 00:00:00
1762,2024-03-22,San Jose,West,Food,722.62,72.52,Basic,55,STORE_015,Inactive,user1762@example.com,user_1762,2023-07-27 00:00:00
1386,2023-02-02,Philadelphia,East,Electronics,350.14,89.74,Free,24,STORE_004,,user1386@example.com,user_1386,2024-10-15T00:00:00Z
1823,2023-06-24,Phoenix,West,Books,478.75,112.14,Premium,42,STORE_017,,user1823@example.com,,2024-03-14 00:00:00
1992,2023-09-10,Chicago,Midwest,Books,157.48,297.93,Free,43,STORE_019,Inactive,user1992@example.com,,2023-02-15 00:00:00
1894,2024-04-26,Chicago,Midwest,Electronics,107.02,349.84,Enterprise,49,STORE_013,,user1894@example.com,user_1894,2023-01-13 00:00:00
1004,2024-02-21,San Jose,West,Books,484.99,49.91,Basic,38,STORE_010,Inactive,user1004@example.com,user_1004,2024-08-07 00:00:00
1404,2023-01-25,New York,East,Toys,630.54,436.42,Enterprise,65,STORE_005,,user1404@example.com,,2024-10-04 00:00:00
1849,2024-12-08,Dallas,South,Home,579.48,308.19,Premium,34,STORE_014,Pending,user1849@example.com,user_1849,27/09/2024 00:00
1581,2023-02-26,Dallas,South,Home,372.77,25.23,Premium,23,STORE_013,Pending,user1581@example.com,user_1581,2024-07-28 00:00:00
1935,2023-07-29,New York,East,Food,754.75,370.0,Free,31,STORE_018,Active,user1935@example.com,user_1935,2023-08-19 00:00:00
1913,2023-10-01,San Antonio,South,Beauty,531.42,245.68,Free,19,STORE_003,Pending,user1913@example.com,user_1913,2024-11-25 00:00:00
1620,2023-10-27,San Jose,West,Toys,89.37,231.65,Free,59,STORE_003,Inactive,user1620@example.com,user_1620,2023-03-20 00:00:00
1618,2023-10-10,Houston,South,Clothing,300.24,315.5,Basic,47,STORE_005,Inactive,user1618@example.com,user_1618,2023-05-16 00:00:00
1137,2024-03-06,San Jose,West,Toys,,,Premium,34,STORE_007,Active,user1137@example.com,user_1137,2024-06-16 00:00:00
1356,2024-02-26,Los Angeles,West,Home,311.04,225.4,Free,47,STORE_019,,user1356@example.com,user_1356,2023-06-25 00:00:00
1922,2023-08-21,Phoenix,West,Toys,174.7,230.68,Free,34,STORE_002,Inactive,user1922@example.com,user_1922,2023-10-20 00:00:00
1874,2023-06-29,San Diego,West,Food,446.48,289.39,Basic,31,STORE_004,Active,user1874@example.com,user_1874,2024-12-25 00:00:00
1014,2023-11-21,San Antonio,South,Home,130.28,269.15,Basic,39,STORE_015,,,user_1014,2023-05-29T00:00:00Z
1286,2023-11-24,Phoenix,West,Food,479.17,354.2,Premium,63,STORE_018,,user1286@example.com,user_1286,2024-08-10 00:00:00
1805,2024-08-01,San Jose,West,Toys,555.45,74.01,Free,60,STORE_004,,user1805@example.com,user_1805,2023-08-14 00:00:00
1346,2023-04-05,San Antonio,South,Home,769.42,391.74,Premium,54,STORE_007,,user1346@example.com,user_1346,2024-04-01 00:00:00
1988,2023-03-31,Chicago,Midwest,Beauty,909.36,471.98,Basic,47,STORE_011,,user1988@example.com,user_1988,2024-03-13 00:00:00
1865,2024-01-17,Dallas,South,Electronics,96.72,437.78,Free,38,STORE_012,Pending,user1865@example.com,user_1865,2024-03-01 00:00:00
1800,2023-10-23,Los Angeles,West,Food,152.2,300.98,Enterprise,62,STORE_014,Inactive,user1800@example.com,user_1800,NULL
1428,2023-03-09,Dallas,South,Beauty,713.14,280.13,Premium,16,STORE_014,Pending,user1428@example.com,user_1428,2023-07-10 00:00:00
1220,2023-10-24,New York,East,Toys,232.28,371.23,Premium,35,STORE_019,Pending,user1220@example.com,user_1220,2023-11-04T00:00:00Z
1116,2024-10-13,Houston,South,Toys,648.34,453.86,Premium,57,STORE_010,,,user_1116,NULL
1665,2023-03-10,Phoenix,West,Home,697.3,240.64,Enterprise,52,STORE_014,Pending,user1665@example.com,user_1665,2024-08-12 00:00:00
1143,2023-09-23,San Antonio,South,Food,171.68,72.07,Premium,25,STORE_011,,user1143@example.com,user_1143,2023-12-31 00:00:00
