order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount_percent,total_amount,order_date,city,country,payment_method,order_status,rating,discount_price
ORD00157,John Zhang,john.zhang390@example.com,Home & Kitchen,Cutlery Set,10,72.38,5.0,687.61,2024-05-05,Melbourne,Australia,Net Banking,Processing,5.0,618.849
ORD00158,Liam Johnson,liam.johnson288@example.com,Books,Self-Help Guide,10,103.9,0.0,1039.0,2024-11-29,Sao Paulo,Brazil,PayPal,Cancelled,3.0,935.1
ORD00159,Michael Williams,michael.williams71@example.com,Books,History Book,5,124.8,20.0,499.2,2024-01-22,Houston,USA,Cash on Delivery,Cancelled,5.0,449.28
ORD00160,David Suzuki,david.suzuki810@example.com,Home & Kitchen,LED Lamp,9,298.94,0.0,2690.46,2023-09-12,Melbourne,Australia,PayPal,Returned,,2421.414
ORD00161,Wei Tanaka,wei.tanaka340@example.com,Books,Fiction Novel,,133.08,5.0,,2024-04-01,Perth,Australia,Net Banking,Returned,3.0,
ORD00162,Mary Sharma,mary.sharma303@example.com,Books,Fiction Novel,3,177.42,5.0,505.65,2024-06-17,Marseille,France,Net Banking,Delivered,5.0,455.085
ORD00163,James Kumar,james.kumar830@example.com,Beauty,Face Serum,,174.82,0.0,,2023-09-07,Sao Paulo,Brazil,Cash on Delivery,Shipped,4.0,
ORD00164,Michael Johnson,michael.johnson645@example.com,Clothing,Denim Jeans,7,200.81,5.0,1335.39,2024-04-05,Abu Dhabi,UAE,Net Banking,Delivered,3.0,1201.851
ORD00165,Sara Kumar,sara.kumar819@example.com,Sports,Dumbbell Set,4,231.49,25.0,694.47,2024-06-24,Perth,Australia,Cash on Delivery,Cancelled,4.0,625.023
ORD00166,Mary Garcia,mary.garcia834@example.com,Beauty,Lipstick Set,10,46.95,0.0,469.5,2023-09-02,Toronto,Canada,Debit Card,Processing,5.0,422.55
ORD00167,John Suzuki,john.suzuki589@example.com,Books,History Book,9,348.25,0.0,3134.25,2024-07-22,Leeds,UK,UPI,Shipped,5.0,2820.8250000000003
ORD00168,Ava Patel,ava.patel975@example.com,Electronics,Earbuds,7,482.1,25.0,2531.03,2024-02-23,Nice,France,PayPal,Cancelled,2.0,2277.927
ORD00169,Liam Sharma,liam.sharma226@example.com,Home & Kitchen,Non-stick Pan,9,147.89,25.0,998.26,2024-07-16,Sao Paulo,Brazil,Cash on Delivery,Delivered,5.0,898.434
ORD00170,Sofia Wang,sofia.wang775@example.com,Electronics,Earbuds,7,55.7,5.0,370.41,2023-11-01,Chennai,India,UPI,Processing,2.0,333.369
ORD00171,Michael Reddy,michael.reddy243@example.com,Clothing,Baseball Cap,6,431.22,20.0,2069.86,2023-06-19,Dubai,UAE,,Shipped,1.0,1862.8740000000003
ORD00172,Liam Wang,liam.wang612@example.com,Sports,Dumbbell Set,5,148.22,0.0,741.1,2023-05-19,Tokyo,Japan,UPI,Shipped,3.0,666.99
ORD00173,Diya Singh,diya.singh849@example.com,Clothing,Baseball Cap,3,290.83,20.0,697.99,2024-01-20,Paris,France,PayPal,Delivered,4.0,628.191
ORD00174,Chen Wang,chen.wang500@example.com,Home & Kitchen,Storage Jars,,388.2,25.0,,2024-10-12,Sydney,Australia,,Returned,4.0,
ORD00175,Sofia Smith,sofia.smith331@example.com,Home & Kitchen,Blender,3,285.24,15.0,727.36,2024-11-29,Mumbai,India,Credit Card,Cancelled,,654.624
ORD00176,Isabella Gupta,isabella.gupta1@example.com,Books,Cookbook,3,441.66,10.0,1192.48,2023-04-06,Brisbane,Australia,Credit Card,Processing,3.0,1073.232
ORD00177,Vivaan Tanaka,vivaan.tanaka744@example.com,Beauty,Shampoo,2,353.33,,706.66,2024-05-03,Los Angeles,USA,Cash on Delivery,Shipped,5.0,635.994
ORD00178,Aarav Sharma,aarav.sharma837@example.com,Electronics,Smartwatch,8,40.06,0.0,320.48,2023-04-16,Brisbane,Australia,UPI,Shipped,3.0,288.432
ORD00179,Wei Singh,wei.singh577@example.com,Electronics,USB-C Cable,4,315.9,20.0,1010.88,2024-09-22,Lyon,France,Credit Card,Delivered,2.0,909.792
ORD00180,Liam Tanaka,liam.tanaka440@example.com,Home & Kitchen,Coffee Maker,2,127.84,10.0,230.11,2023-01-28,Vancouver,Canada,Cash on Delivery,Returned,4.0,207.09900000000002
ORD00181,Kavya Patel,kavya.patel813@example.com,Clothing,Wool Sweater,4,252.29,0.0,1009.16,2024-01-05,Melbourne,Australia,Net Banking,Returned,5.0,908.244
ORD00182,Li Gupta,li.gupta978@example.com,Electronics,Wireless Mouse,1,134.78,,134.78,2023-03-03,Kyoto,Japan,PayPal,Returned,4.0,121.302
ORD00183,Chen Tanaka,chen.tanaka550@example.com,Sports,Cycling Helmet,2,158.4,5.0,300.96,2023-06-09,Rio de Janeiro,Brazil,Net Banking,Returned,2.0,270.864
ORD00184,Kavya Suzuki,kavya.suzuki867@example.com,Clothing,Cotton T-Shirt,7,62.41,0.0,436.87,2023-11-13,London,UK,Credit Card,Shipped,3.0,393.183
ORD00185,Olivia Wang,olivia.wang802@example.com,Beauty,Lipstick Set,3,376.14,0.0,1128.42,2023-01-31,Perth,Australia,UPI,Returned,5.0,1015.5780000000001
ORD00186,Wei Kumar,wei.kumar524@example.com,Home & Kitchen,Non-stick Pan,10,87.61,0.0,876.1,2024-08-10,Los Angeles,USA,PayPal,Returned,,788.49
ORD00187,Lucas Sharma,lucas.sharma484@example.com,Home & Kitchen,Cutlery Set,3,465.92,20.0,1118.21,2023-08-18,Melbourne,Australia,Net Banking,Processing,2.0,1006.389
ORD00188,Liam Wang,liam.wang690@example.com,Electronics,USB-C Cable,9,490.8,0.0,4417.2,2024-04-21,Montreal,Canada,UPI,Delivered,1.0,3975.48
ORD00189,Mary Smith,mary.smith804@example.com,Home & Kitchen,LED Lamp,8,187.3,5.0,1423.48,2024-07-13,Munich,Germany,Credit Card,Cancelled,,1281.132
ORD00190,Sophia Wang,sophia.wang711@example.com,Electronics,Power Bank,,330.37,10.0,,2023-04-17,Munich,Germany,Net Banking,Cancelled,3.0,
ORD00191,Chen Brown,chen.brown944@example.com,Clothing,Rain Jacket,6,231.94,0.0,1391.64,2024-06-01,Leeds,UK,Credit Card,Returned,4.0,1252.476
ORD00192,Li Singh,li.singh268@example.com,Home & Kitchen,Cutlery Set,6,162.44,0.0,974.64,2023-07-27,London,UK,Debit Card,Delivered,5.0,877.176
ORD00193,James Suzuki,james.suzuki367@example.com,Clothing,Wool Sweater,5,426.98,10.0,1921.41,2024-09-09,Delhi,India,,Processing,3.0,1729.269
ORD00194,Mary Tanaka,mary.tanaka694@example.com,Home & Kitchen,Blender,3,20.39,25.0,45.88,2024-07-23,Sao Paulo,Brazil,Credit Card,Cancelled,3.0,41.292
ORD00195,Ishaan Sharma,ishaan.sharma800@example.com,Clothing,Denim Jeans,7,189.26,0.0,1324.82,2024-08-19,Abu Dhabi,UAE,,Delivered,,1192.338
ORD00196,Aditya Smith,aditya.smith455@example.com,Clothing,Cotton T-Shirt,6,65.65,0.0,393.9,2023-06-22,Abu Dhabi,UAE,,Cancelled,4.0,354.51
ORD00197,Li Suzuki,li.suzuki220@example.com,Clothing,Running Shoes,3,22.15,5.0,63.13,2024-10-24,Calgary,Canada,Net Banking,Returned,2.0,56.817
ORD00198,Sara Tanaka,sara.tanaka205@example.com,Beauty,Perfume,9,398.45,15.0,3048.14,2024-05-06,Rio de Janeiro,Brazil,UPI,Returned,4.0,2743.326
ORD00199,Sara Gupta,,Sports,Dumbbell Set,,406.29,25.0,,2024-06-26,Melbourne,Australia,Debit Card,Delivered,3.0,
ORD00200,Sara Rossi,sara.rossi940@example.com,Beauty,Face Serum,4,289.97,20.0,927.9,2023-12-30,Manchester,UK,Debit Card,Returned,4.0,835.11
ORD00201,Isabella Muller,,Beauty,Lipstick Set,10,75.34,25.0,565.05,2024-07-09,Vancouver,Canada,Net Banking,Delivered,3.0,508.54499999999996
ORD00202,Ava Johnson,,Books,Fiction Novel,10,104.72,0.0,1047.2,2023-11-28,Mumbai,India,Debit Card,Returned,3.0,942.48
ORD00203,Haruto Reddy,haruto.reddy882@example.com,Home & Kitchen,Non-stick Pan,7,295.08,15.0,1755.73,2023-05-20,Leeds,UK,,Cancelled,3.0,1580.1570000000002
ORD00204,Chen Rossi,chen.rossi952@example.com,Sports,Cricket Bat,10,408.15,10.0,3673.35,2023-05-11,London,UK,PayPal,Returned,5.0,3306.015
ORD00205,Vivaan Gupta,vivaan.gupta944@example.com,Sports,Dumbbell Set,2,468.66,0.0,937.32,2023-09-01,Brisbane,Australia,Debit Card,Delivered,4.0,843.5880000000001
ORD00206,Michael Sharma,michael.sharma256@example.com,Beauty,Face Serum,2,361.6,,723.2,2024-03-24,Osaka,Japan,Net Banking,Cancelled,4.0,650.8800000000001
ORD00207,Sophia Tanaka,sophia.tanaka491@example.com,Sports,Dumbbell Set,2,400.6,,801.2,2023-01-21,Brisbane,Australia,Credit Card,Delivered,4.0,721.08
ORD00208,Priya Kumar,priya.kumar920@example.com,Electronics,Power Bank,10,447.15,20.0,3577.2,2024-10-31,Leeds,UK,Debit Card,Delivered,3.0,3219.48
ORD00209,Ananya Suzuki,ananya.suzuki740@example.com,Beauty,Perfume,5,152.21,20.0,608.84,2024-08-08,Rio de Janeiro,Brazil,Debit Card,Delivered,4.0,547.956
ORD00210,Aditya Williams,aditya.williams641@example.com,Sports,Football,1,107.44,0.0,107.44,2024-04-29,Chicago,USA,,Cancelled,4.0,96.696
ORD00211,Aditya Rossi,aditya.rossi380@example.com,Books,Self-Help Guide,1,135.33,5.0,128.56,2023-10-03,Dubai,UAE,Debit Card,Delivered,4.0,115.70400000000001
ORD00212,Mei Rossi,mei.rossi775@example.com,Sports,Dumbbell Set,7,410.11,25.0,2153.08,2024-08-09,Frankfurt,Germany,UPI,Delivered,1.0,1937.772
ORD00213,David Muller,david.muller820@example.com,Sports,Cycling Helmet,8,90.58,5.0,688.41,2023-07-17,London,UK,Net Banking,Delivered,4.0,619.569
ORD00214,Ananya Singh,ananya.singh265@example.com,Home & Kitchen,LED Lamp,2,48.08,15.0,81.74,2023-10-10,Rio de Janeiro,Brazil,,Delivered,5.0,73.566
ORD00215,Liam Silva,liam.silva116@example.com,Books,Cookbook,10,293.43,0.0,2934.3,2023-04-19,Dubai,UAE,,Processing,4.0,2640.8700000000003
ORD00216,Mateo Suzuki,mateo.suzuki671@example.com,Books,Children's Storybook,1,90.24,20.0,72.19,2023-02-09,Kyoto,Japan,PayPal,Shipped,,64.971
ORD00217,Olivia Brown,olivia.brown21@example.com,Home & Kitchen,Blender,8,429.83,5.0,3266.71,2023-05-18,Calgary,Canada,,Processing,4.0,2940.039
ORD00218,Ava Kumar,ava.kumar217@example.com,Books,History Book,6,411.4,0.0,2468.4,2023-03-09,Calgary,Canada,Debit Card,Returned,1.0,2221.56
ORD00219,Priya Smith,priya.smith206@example.com,Electronics,Laptop Stand,1,459.43,10.0,413.49,2024-01-13,Nice,France,PayPal,Delivered,3.0,372.141
ORD00220,Mary Martinez,mary.martinez182@example.com,Books,Children's Storybook,6,85.94,0.0,515.64,2023-10-19,Chennai,India,Credit Card,Shipped,3.0,464.076
ORD00221,Lucas Johnson,lucas.johnson694@example.com,Clothing,Running Shoes,9,14.93,0.0,134.37,2024-04-30,Manchester,UK,Cash on Delivery,Delivered,5.0,120.933
ORD00222,Mei Williams,mei.williams727@example.com,Beauty,Lipstick Set,7,426.54,5.0,2836.49,2024-04-22,Calgary,Canada,Cash on Delivery,Delivered,,2552.841
ORD00223,Li Wang,li.wang609@example.com,Sports,Cricket Bat,2,243.46,10.0,438.23,2024-10-17,Brisbane,Australia,UPI,Processing,5.0,394.40700000000004
ORD00224,Haruto Johnson,haruto.johnson825@example.com,Sports,Football,3,362.04,10.0,977.51,2023-09-23,Yokohama,Japan,Net Banking,Delivered,5.0,879.759
ORD00225,Sofia Smith,sofia.smith731@example.com,Clothing,Baseball Cap,8,453.73,10.0,3266.86,2023-06-24,Sao Paulo,Brazil,UPI,Delivered,4.0,2940.174
ORD00226,Yuki Rossi,yuki.rossi188@example.com,Beauty,Lipstick Set,4,180.87,10.0,651.13,2024-03-06,Brisbane,Australia,UPI,Returned,2.0,586.017
ORD00227,Olivia Patel,olivia.patel598@example.com,Sports,Cycling Helmet,4,252.74,20.0,808.77,2024-06-26,Calgary,Canada,Credit Card,Shipped,3.0,727.893
ORD00228,James Suzuki,james.suzuki915@example.com,Books,Cookbook,3,390.58,0.0,1171.74,2023-11-17,Mumbai,India,Net Banking,Processing,3.0,1054.566
ORD00229,Liam Gupta,liam.gupta782@example.com,Electronics,USB-C Cable,7,204.68,20.0,1146.21,2023-01-05,Hyderabad,India,Debit Card,Processing,4.0,1031.5890000000002
ORD00230,Haruto Silva,haruto.silva693@example.com,Electronics,Laptop Stand,6,159.49,10.0,861.25,2023-06-21,New York,USA,UPI,Processing,5.0,775.125
ORD00231,Ava Silva,ava.silva910@example.com,Beauty,Shampoo,8,182.83,20.0,1170.11,2023-01-20,Munich,Germany,PayPal,Shipped,1.0,1053.099
ORD00232,Liam Silva,liam.silva376@example.com,Beauty,Face Serum,5,386.77,0.0,1933.85,2024-11-08,New York,USA,Credit Card,Delivered,4.0,1740.465
ORD00233,Ishaan Rossi,ishaan.rossi719@example.com,Clothing,Denim Jeans,1,154.05,10.0,138.65,2024-09-29,Sharjah,UAE,Debit Card,Cancelled,2.0,124.78500000000001
ORD00234,David Dubois,david.dubois117@example.com,Electronics,Earbuds,4,390.09,5.0,1482.34,2024-01-02,Kyoto,Japan,Debit Card,Delivered,3.0,1334.106
ORD00235,Chen Martinez,chen.martinez3@example.com,Electronics,Bluetooth Speaker,10,336.17,0.0,3361.7,2024-06-07,New York,USA,UPI,Shipped,4.0,3025.5299999999997
ORD00236,Sara Garcia,sara.garcia833@example.com,Clothing,Cotton T-Shirt,6,401.79,0.0,2410.74,2023-04-08,Mumbai,India,,Shipped,3.0,2169.6659999999997
ORD00237,James Wang,james.wang979@example.com,Sports,Cricket Bat,2,189.45,0.0,378.9,2024-02-15,Yokohama,Japan,UPI,Cancelled,5.0,341.01
ORD00238,Mei Suzuki,mei.suzuki817@example.com,Clothing,Cotton T-Shirt,1,490.88,0.0,490.88,2024-03-02,Abu Dhabi,UAE,,Returned,3.0,441.79200000000003
ORD00239,Ava Tanaka,ava.tanaka627@example.com,Electronics,USB-C Cable,8,60.9,0.0,487.2,2023-03-06,Montreal,Canada,Credit Card,Returned,5.0,438.48
ORD00240,Yuki Muller,yuki.muller979@example.com,Beauty,Lipstick Set,10,52.14,5.0,495.33,2024-05-08,Perth,Australia,Debit Card,Returned,5.0,445.79699999999997
ORD00241,Vivaan Sharma,vivaan.sharma161@example.com,Sports,Football,3,42.06,5.0,119.87,2023-12-05,Toronto,Canada,Cash on Delivery,Shipped,4.0,107.88300000000001
ORD00242,John Johnson,john.johnson455@example.com,Sports,Football,8,226.3,25.0,1357.8,2024-10-31,Mumbai,India,Net Banking,Cancelled,,1222.02
ORD00243,Sophia Sharma,sophia.sharma811@example.com,Sports,Cycling Helmet,9,283.35,25.0,1912.61,2023-12-16,Sydney,Australia,,Shipped,4.0,1721.349
ORD00244,Sophia Dubois,sophia.dubois734@example.com,Beauty,Lipstick Set,2,53.23,0.0,106.46,2023-12-16,Brisbane,Australia,Cash on Delivery,Returned,2.0,95.814
ORD00245,Vivaan Gupta,vivaan.gupta842@example.com,Beauty,Sunscreen,10,101.98,20.0,815.84,2023-08-09,Lyon,France,PayPal,Processing,4.0,734.2560000000001
ORD00246,Vivaan Muller,vivaan.muller914@example.com,Books,History Book,9,71.64,0.0,644.76,2024-07-20,Yokohama,Japan,Cash on Delivery,Shipped,3.0,580.284
ORD00247,Yuki Singh,yuki.singh674@example.com,Sports,Cycling Helmet,9,441.29,5.0,3773.03,2023-10-08,Kyoto,Japan,UPI,Cancelled,3.0,3395.7270000000003
ORD00248,Emma Dubois,emma.dubois767@example.com,Sports,Cricket Bat,9,431.05,5.0,3685.48,2023-07-25,Hamburg,Germany,PayPal,Processing,3.0,3316.9320000000002
ORD00249,Chen Gupta,chen.gupta711@example.com,Beauty,Lipstick Set,6,283.33,20.0,1359.98,2024-11-21,Rio de Janeiro,Brazil,,Cancelled,5.0,1223.982
ORD00250,Ishaan Sharma,ishaan.sharma55@example.com,Beauty,Face Serum,3,491.85,0.0,1475.55,2023-03-05,Vancouver,Canada,,Returned,,1327.995
ORD00251,Sofia Garcia,sofia.garcia889@example.com,Beauty,Perfume,9,197.5,10.0,1599.75,2024-11-11,Chennai,India,Net Banking,Cancelled,4.0,1439.775
ORD00252,Sophia Patel,,Home & Kitchen,Coffee Maker,8,415.84,15.0,2827.71,2024-08-25,Brasilia,Brazil,Cash on Delivery,Shipped,3.0,2544.9390000000003
ORD00253,Kavya Garcia,kavya.garcia700@example.com,Electronics,USB-C Cable,9,64.08,,576.72,2023-10-13,Rio de Janeiro,Brazil,Debit Card,Shipped,4.0,519.048
ORD00254,Aarav Zhang,aarav.zhang960@example.com,Clothing,Cotton T-Shirt,6,300.46,10.0,1622.48,2024-05-17,Sharjah,UAE,UPI,Delivered,4.0,1460.232
ORD00255,David Johnson,david.johnson534@example.com,Electronics,USB-C Cable,9,204.69,5.0,1750.1,2024-11-10,Brisbane,Australia,UPI,Processing,5.0,1575.09
ORD00256,David Martinez,david.martinez844@example.com,Beauty,Face Serum,6,225.61,5.0,1285.98,2023-02-10,Perth,Australia,,Delivered,5.0,1157.382
ORD00257,Yuki Williams,,Sports,Cricket Bat,9,225.55,,2029.95,2024-10-29,Hamburg,Germany,Cash on Delivery,Delivered,3.0,1826.9550000000002
ORD00258,Haruto Rossi,haruto.rossi642@example.com,Electronics,Laptop Stand,4,433.15,0.0,1732.6,2023-07-30,Brasilia,Brazil,PayPal,Cancelled,2.0,1559.34
ORD00259,Yuki Singh,,Beauty,Lipstick Set,2,31.86,0.0,63.72,2024-08-11,Hamburg,Germany,Net Banking,Cancelled,4.0,57.348
ORD00260,Emma Zhang,,Beauty,Face Serum,10,36.3,0.0,363.0,2023-03-16,Sydney,Australia,UPI,Processing,4.0,326.7
ORD00261,Haruto Garcia,haruto.garcia842@example.com,Beauty,Face Serum,9,113.83,10.0,922.02,2024-10-11,Birmingham,UK,PayPal,Processing,1.0,829.818
ORD00262,Sophia Rossi,sophia.rossi43@example.com,Electronics,Smartwatch,2,155.82,15.0,264.89,2023-08-05,Osaka,Japan,Debit Card,Shipped,4.0,238.40099999999998
ORD00263,Ananya Reddy,ananya.reddy819@example.com,Sports,Yoga Mat,9,233.33,10.0,1889.97,2024-11-18,Chicago,USA,Credit Card,Shipped,5.0,1700.973
ORD00264,James Wang,james.wang672@example.com,Clothing,Cotton T-Shirt,2,450.56,25.0,675.84,2023-12-03,Sharjah,UAE,UPI,Returned,5.0,608.2560000000001
ORD00265,Mary Zhang,mary.zhang173@example.com,Electronics,Power Bank,4,357.54,10.0,1287.14,2024-01-04,Birmingham,UK,Net Banking,Cancelled,4.0,1158.4260000000002
ORD00266,Olivia Rossi,olivia.rossi662@example.com,Sports,Yoga Mat,3,446.19,0.0,1338.57,2023-03-19,Hyderabad,India,PayPal,Delivered,5.0,1204.713
ORD00267,John Muller,john.muller38@example.com,Sports,Cricket Bat,9,238.69,15.0,1825.98,2024-02-06,Hamburg,Germany,Debit Card,Cancelled,2.0,1643.382
ORD00268,John Wang,john.wang679@example.com,Clothing,Rain Jacket,9,74.48,0.0,670.32,2024-05-10,Sydney,Australia,Debit Card,Cancelled,4.0,603.288
ORD00269,Mary Johnson,mary.johnson212@example.com,Sports,Cricket Bat,8,441.37,,3530.96,2024-10-26,Sydney,Australia,PayPal,Returned,4.0,3177.864
ORD00270,Sofia Brown,sofia.brown584@example.com,Clothing,Wool Sweater,6,295.9,0.0,1775.4,2024-06-13,Calgary,Canada,Debit Card,Returned,4.0,1597.8600000000001
ORD00271,Olivia Martinez,olivia.martinez7@example.com,Sports,Dumbbell Set,4,43.16,5.0,164.01,2023-06-03,Manchester,UK,UPI,Returned,2.0,147.609
ORD00272,Li Johnson,li.johnson339@example.com,Beauty,Face Serum,8,242.12,20.0,1549.57,2023-01-23,Berlin,Germany,Debit Card,Returned,3.0,1394.613
ORD00273,Wei Silva,,Sports,Dumbbell Set,5,461.61,20.0,1846.44,2024-09-05,Sharjah,UAE,Credit Card,Processing,3.0,1661.796
ORD00274,Michael Dubois,michael.dubois889@example.com,Books,Cookbook,7,302.42,0.0,2116.94,2024-09-30,Rio de Janeiro,Brazil,Debit Card,Processing,5.0,1905.246
ORD00275,Liam Kumar,liam.kumar395@example.com,Clothing,Cotton T-Shirt,,263.74,20.0,,2023-06-03,Dubai,UAE,Debit Card,Cancelled,5.0,
ORD00276,Vivaan Rossi,vivaan.rossi121@example.com,Electronics,Earbuds,10,271.95,,2719.5,2024-11-25,Yokohama,Japan,UPI,Delivered,4.0,2447.55
ORD00277,Diya Martinez,diya.martinez391@example.com,Home & Kitchen,Storage Jars,10,53.37,25.0,400.27,2023-08-27,Chicago,USA,Cash on Delivery,Returned,3.0,360.243
ORD00278,Aarav Sharma,aarav.sharma121@example.com,Sports,Yoga Mat,4,345.44,15.0,1174.5,2023-04-20,Leeds,UK,PayPal,Returned,5.0,1057.05
ORD00279,Emma Muller,emma.muller283@example.com,Beauty,Sunscreen,7,278.29,0.0,1948.03,2024-01-15,Brasilia,Brazil,Net Banking,Processing,5.0,1753.227
ORD00280,Mary Tanaka,mary.tanaka876@example.com,Beauty,Face Serum,8,392.64,0.0,3141.12,2023-08-08,Rio de Janeiro,Brazil,,Processing,5.0,2827.008
ORD00281,Chen Patel,chen.patel988@example.com,Beauty,Face Serum,3,238.48,0.0,715.44,2023-03-07,Vancouver,Canada,UPI,Delivered,4.0,643.8960000000001
ORD00282,Isabella Tanaka,isabella.tanaka534@example.com,Home & Kitchen,LED Lamp,1,473.13,25.0,354.85,2024-03-25,Delhi,India,,Returned,1.0,319.365
ORD00283,Mei Dubois,mei.dubois716@example.com,Clothing,Rain Jacket,1,183.07,0.0,183.07,2023-03-30,Calgary,Canada,UPI,Cancelled,3.0,164.763
ORD00284,David Sharma,david.sharma71@example.com,Electronics,Webcam,9,457.93,10.0,3709.23,2023-08-20,Dubai,UAE,Net Banking,Cancelled,4.0,3338.3070000000002
ORD00285,Priya Suzuki,priya.suzuki573@example.com,Electronics,Webcam,2,402.46,10.0,724.43,2024-03-29,Yokohama,Japan,,Shipped,5.0,651.987
ORD00286,Li Garcia,li.garcia883@example.com,Electronics,Earbuds,2,194.42,5.0,369.4,2024-11-24,Hamburg,Germany,Net Banking,Processing,1.0,332.46
ORD00287,Chen Brown,chen.brown96@example.com,Books,Self-Help Guide,3,240.89,10.0,650.4,2023-07-07,Frankfurt,Germany,PayPal,Shipped,3.0,585.36
ORD00288,Lucas Brown,lucas.brown208@example.com,Clothing,Rain Jacket,2,64.34,25.0,96.51,2024-09-20,Hyderabad,India,Credit Card,Cancelled,4.0,86.85900000000001
ORD00289,Olivia Muller,olivia.muller503@example.com,Clothing,Rain Jacket,4,376.33,20.0,1204.26,2024-05-04,Sao Paulo,Brazil,Cash on Delivery,Processing,3.0,1083.834
ORD00290,Michael Reddy,michael.reddy472@example.com,Home & Kitchen,LED Lamp,,338.68,0.0,,2023-11-30,Brisbane,Australia,Debit Card,Returned,4.0,
ORD00291,Olivia Dubois,olivia.dubois189@example.com,Books,History Book,6,185.71,25.0,835.69,2023-07-04,Dubai,UAE,Cash on Delivery,Shipped,4.0,752.1210000000001
ORD00292,Mei Johnson,mei.johnson877@example.com,Books,Cookbook,3,239.13,,717.39,2024-03-07,Lyon,France,,Returned,4.0,645.651
ORD00293,Mei Martinez,mei.martinez576@example.com,Sports,Yoga Mat,3,34.72,25.0,78.12,2024-10-06,Houston,USA,PayPal,Processing,4.0,70.308
ORD00294,Sophia Rossi,sophia.rossi264@example.com,Home & Kitchen,Non-stick Pan,6,434.35,5.0,2475.8,2024-08-13,Sharjah,UAE,PayPal,Returned,4.0,2228.2200000000003
ORD00295,Mary Zhang,mary.zhang500@example.com,Beauty,Sunscreen,7,308.76,0.0,2161.32,2023-06-21,Perth,Australia,PayPal,Returned,2.0,1945.188
ORD00296,Aditya Gupta,aditya.gupta322@example.com,Home & Kitchen,LED Lamp,5,304.67,25.0,1142.51,2024-01-07,Sharjah,UAE,Net Banking,Cancelled,1.0,1028.259
ORD00297,Rohan Johnson,rohan.johnson964@example.com,Beauty,Face Serum,7,55.99,25.0,293.95,2024-07-15,Mumbai,India,,Cancelled,2.0,264.555
ORD00298,Ishaan Brown,ishaan.brown87@example.com,Beauty,Sunscreen,4,370.11,0.0,1480.44,2023-05-15,Sao Paulo,Brazil,Credit Card,Delivered,4.0,1332.3960000000002
ORD00299,Lucas Martinez,lucas.martinez892@example.com,Sports,Cricket Bat,3,484.92,0.0,1454.76,2024-08-28,Abu Dhabi,UAE,PayPal,Returned,5.0,1309.284
ORD00300,Kavya Wang,kavya.wang233@example.com,Electronics,Earbuds,7,133.6,0.0,935.2,2024-06-19,Birmingham,UK,UPI,Cancelled,5.0,841.6800000000001
ORD00301,Haruto Martinez,haruto.martinez785@example.com,Books,Self-Help Guide,1,276.37,20.0,221.1,2024-02-09,Munich,Germany,PayPal,Cancelled,3.0,198.99
ORD00302,Sara Kumar,sara.kumar246@example.com,Sports,Cycling Helmet,5,145.92,10.0,656.64,2024-02-27,Berlin,Germany,Debit Card,Shipped,5.0,590.976
ORD00303,Ava Garcia,ava.garcia638@example.com,Books,Cookbook,3,29.57,0.0,88.71,2023-04-15,Montreal,Canada,Debit Card,Cancelled,3.0,79.839
ORD00304,Aditya Singh,,Clothing,Running Shoes,8,498.99,0.0,3991.92,2023-12-05,Los Angeles,USA,Credit Card,Processing,2.0,3592.728
ORD00305,Sophia Martinez,sophia.martinez918@example.com,Home & Kitchen,Cutlery Set,2,487.43,20.0,779.89,2024-03-29,Berlin,Germany,Debit Card,Cancelled,2.0,701.901
ORD00306,David Smith,david.smith698@example.com,Home & Kitchen,Blender,1,373.64,0.0,373.64,2023-09-17,Marseille,France,Debit Card,Processing,3.0,336.276
ORD00307,Ishaan Johnson,ishaan.johnson333@example.com,Electronics,USB-C Cable,10,64.23,0.0,642.3,2023-02-13,Sharjah,UAE,Net Banking,Returned,2.0,578.0699999999999
ORD00308,Diya Gupta,diya.gupta703@example.com,Sports,Cricket Bat,1,34.59,0.0,34.59,2023-05-09,Lyon,France,UPI,Returned,4.0,31.131000000000004
ORD00309,Mei Garcia,mei.garcia22@example.com,Beauty,Sunscreen,3,129.09,,387.27,2024-03-24,Rio de Janeiro,Brazil,Cash on Delivery,Cancelled,3.0,348.543
ORD00310,Sophia Wang,sophia.wang480@example.com,Home & Kitchen,Storage Jars,9,84.37,25.0,569.5,2023-10-30,Montreal,Canada,Net Banking,Delivered,5.0,512.5500000000001
ORD00311,John Gupta,john.gupta635@example.com,Home & Kitchen,Storage Jars,2,330.85,20.0,529.36,2023-07-14,Brasilia,Brazil,Net Banking,Returned,4.0,476.42400000000004
ORD00312,James Suzuki,james.suzuki114@example.com,Electronics,Bluetooth Speaker,3,93.43,,280.29,2023-04-20,Lyon,France,Credit Card,Delivered,4.0,252.26100000000002
ORD00313,Li Martinez,li.martinez719@example.com,Sports,Cricket Bat,4,304.95,5.0,1158.81,2024-11-02,Paris,France,Net Banking,Delivered,4.0,1042.929
ORD00314,Sofia Wang,sofia.wang60@example.com,Sports,Cricket Bat,2,418.06,5.0,794.31,2024-06-15,New York,USA,PayPal,Shipped,3.0,714.879
ORD00315,Ananya Silva,ananya.silva584@example.com,Beauty,Shampoo,9,210.52,15.0,1610.48,2024-11-21,Nice,France,Credit Card,Shipped,5.0,1449.432
